Frame,Time(s) (Seconds),Position_X (m),Position_Y (m),Position_Z (m),Velocity_X (m/s),Speed,Acceleration_X,Acc_Magnitude,Force_X,Force_Magnitude,Momentum_X,Momentum_Magnitude,Impact_Displacement,Backing_Displacement,Kinetic_Energy,Potential_Energy,Total_Energy,Event
1,0.017,-4.9916,5,0.75,0.5033,0.2,0.2,0.2,0.4,0.4,1.0067,1.0067,0.0084,0,0.2533,14.715,14.9683,BEFORE
2,0.033,-4.9832,5,0.75,0.5067,0.2327,0.2,0.2,0.4,0.4,1.0133,1.0133,0.0168,0,0.2567,14.715,14.9717,BEFORE
3,0.05,-4.9747,5,0.75,0.51,0.2653,0.2,0.2,0.4,0.4,1.02,1.02,0.0253,0,0.2601,14.715,14.9751,BEFORE
4,0.067,-4.9661,5,0.75,0.5133,0.298,0.2,0.2,0.4,0.4,1.0267,1.0267,0.0339,0,0.2635,14.715,14.9785,BEFORE
5,0.083,-4.9575,5,0.75,0.5167,0.3306,0.2,0.2,0.4,0.4,1.0333,1.0333,0.0425,0,0.2669,14.715,14.9819,BEFORE
6,0.1,-4.9488,5,0.75,0.52,0.3633,0.2,0.2,0.4,0.4,1.04,1.04,0.0512,0,0.2704,14.715,14.9854,BEFORE
7,0.117,-4.9401,5,0.75,0.5233,0.3959,0.2,0.2,0.4,0.4,1.0467,1.0467,0.0599,0,0.2739,14.715,14.9889,BEFORE
8,0.133,-4.9313,5,0.75,0.5267,0.4286,0.2,0.2,0.4,0.4,1.0533,1.0533,0.0687,0,0.2774,14.715,14.9924,BEFORE
9,0.15,-4.9225,5,0.75,0.53,0.4612,0.2,0.2,0.4,0.4,1.06,1.06,0.0775,0,0.2809,14.715,14.9959,BEFORE
10,0.167,-4.9136,5,0.75,0.5333,0.4939,0.2,0.2,0.4,0.4,1.0667,1.0667,0.0864,0,0.2844,14.715,14.9994,BEFORE
11,0.183,-4.9047,5,0.75,0.5367,0.5265,0.2,0.2,0.4,0.4,1.0733,1.0733,0.0953,0,0.288,14.715,15.003,BEFORE
12,0.2,-4.8957,5,0.75,0.54,0.5592,0.2,0.2,0.4,0.4,1.08,1.08,0.1043,0,0.2916,14.715,15.0066,BEFORE
13,0.217,-4.8866,5,0.75,0.5433,0.5918,0.2,0.2,0.4,0.4,1.0867,1.0867,0.1134,0,0.2952,14.715,15.0102,BEFORE
14,0.233,-4.8775,5,0.75,0.5467,0.6245,0.2,0.2,0.4,0.4,1.0933,1.0933,0.1225,0,0.2988,14.715,15.0138,BEFORE
15,0.25,-4.8683,5,0.75,0.55,0.6571,0.2,0.2,0.4,0.4,1.1,1.1,0.1317,0,0.3025,14.715,15.0175,BEFORE
16,0.267,-4.8591,5,0.75,0.5533,0.6898,0.2,0.2,0.4,0.4,1.1067,1.1067,0.1409,0,0.3062,14.715,15.0212,BEFORE
17,0.283,-4.8498,5,0.75,0.5567,0.7224,0.2,0.2,0.4,0.4,1.1133,1.1133,0.1502,0,0.3099,14.715,15.0249,BEFORE
18,0.3,-4.8405,5,0.75,0.56,0.7551,0.2,0.2,0.4,0.4,1.12,1.12,0.1595,0,0.3136,14.715,15.0286,BEFORE
19,0.317,-4.8311,5,0.75,0.5633,0.7878,0.2,0.2,0.4,0.4,1.1267,1.1267,0.1689,0,0.3173,14.715,15.0323,BEFORE
20,0.333,-4.8217,5,0.75,0.5667,0.8204,0.2,0.2,0.4,0.4,1.1333,1.1333,0.1783,0,0.3211,14.715,15.0361,BEFORE
21,0.35,-4.8122,5,0.75,0.57,0.8531,0.2,0.2,0.4,0.4,1.14,1.14,0.1878,0,0.3249,14.715,15.0399,BEFORE
22,0.367,-4.8026,5,0.75,0.5733,0.8857,0.2,0.2,0.4,0.4,1.1467,1.1467,0.1974,0,0.3287,14.715,15.0437,BEFORE
23,0.383,-4.793,5,0.75,0.5767,0.9184,0.2,0.2,0.4,0.4,1.1533,1.1533,0.207,0,0.3325,14.715,15.0475,BEFORE
24,0.4,-4.7833,5,0.75,0.58,0.951,0.2,0.2,0.4,0.4,1.16,1.16,0.2167,0,0.3364,14.715,15.0514,BEFORE
25,0.417,-4.7736,5,0.75,0.5833,0.9837,0.2,0.2,0.4,0.4,1.1667,1.1667,0.2264,0,0.3403,14.715,15.0553,BEFORE
26,0.433,-4.7638,5,0.75,0.5867,1.0163,0.2,0.2,0.4,0.4,1.1733,1.1733,0.2362,0,0.3442,14.715,15.0592,BEFORE
27,0.45,-4.754,5,0.75,0.59,1.049,0.2,0.2,0.4,0.4,1.18,1.18,0.246,0,0.3481,14.715,15.0631,BEFORE
28,0.467,-4.7441,5,0.75,0.5933,1.0816,0.2,0.2,0.4,0.4,1.1867,1.1867,0.2559,0,0.352,14.715,15.067,BEFORE
29,0.483,-4.7342,5,0.75,0.5967,1.1143,0.2,0.2,0.4,0.4,1.1933,1.1933,0.2658,0,0.356,14.715,15.071,BEFORE
30,0.5,-4.7242,5,0.75,0.6,1.1469,0.2,0.2,0.4,0.4,1.2,1.2,0.2758,0,0.36,14.715,15.075,BEFORE
31,0.517,-4.7141,5,0.75,0.6033,1.1796,0.2,0.2,0.4,0.4,1.2067,1.2067,0.2859,0,0.364,14.715,15.079,BEFORE
32,0.533,-4.704,5,0.75,0.6067,1.2122,0.2,0.2,0.4,0.4,1.2133,1.2133,0.296,0,0.368,14.715,15.083,BEFORE
33,0.55,-4.6938,5,0.75,0.61,1.2449,0.2,0.2,0.4,0.4,1.22,1.22,0.3062,0,0.3721,14.715,15.0871,BEFORE
34,0.567,-4.6836,5,0.75,0.6133,1.2776,0.2,0.2,0.4,0.4,1.2267,1.2267,0.3164,0,0.3762,14.715,15.0912,BEFORE
35,0.583,-4.6733,5,0.75,0.6167,1.3102,0.2,0.2,0.4,0.4,1.2333,1.2333,0.3267,0,0.3803,14.715,15.0953,BEFORE
36,0.6,-4.663,5,0.75,0.62,1.3429,0.2,0.2,0.4,0.4,1.24,1.24,0.337,0,0.3844,14.715,15.0994,BEFORE
37,0.617,-4.6526,5,0.75,0.6233,1.3755,0.2,0.2,0.4,0.4,1.2467,1.2467,0.3474,0,0.3885,14.715,15.1035,BEFORE
38,0.633,-4.6422,5,0.75,0.6267,1.4082,0.2,0.2,0.4,0.4,1.2533,1.2533,0.3578,0,0.3927,14.715,15.1077,BEFORE
39,0.65,-4.6317,5,0.75,0.63,1.4408,0.2,0.2,0.4,0.4,1.26,1.26,0.3683,0,0.3969,14.715,15.1119,BEFORE
40,0.667,-4.6211,5,0.75,0.6333,1.4735,0.2,0.2,0.4,0.4,1.2667,1.2667,0.3789,0,0.4011,14.715,15.1161,BEFORE
41,0.683,-4.6105,5,0.75,0.6367,1.5061,0.2,0.2,0.4,0.4,1.2733,1.2733,0.3895,0,0.4053,14.715,15.1203,BEFORE
42,0.7,-4.5998,5,0.75,0.64,1.5388,0.2,0.2,0.4,0.4,1.28,1.28,0.4002,0,0.4096,14.715,15.1246,BEFORE
43,0.717,-4.5891,5,0.75,0.6433,1.5714,0.2,0.2,0.4,0.4,1.2867,1.2867,0.4109,0,0.4139,14.715,15.1289,BEFORE
44,0.733,-4.5783,5,0.75,0.6467,1.6041,0.2,0.2,0.4,0.4,1.2933,1.2933,0.4217,0,0.4182,14.715,15.1332,BEFORE
45,0.75,-4.5675,5,0.75,0.65,1.6367,0.2,0.2,0.4,0.4,1.3,1.3,0.4325,0,0.4225,14.715,15.1375,BEFORE
46,0.767,-4.5566,5,0.75,0.6533,1.6694,0.2,0.2,0.4,0.4,1.3067,1.3067,0.4434,0,0.4268,14.715,15.1418,BEFORE
47,0.783,-4.5457,5,0.75,0.6567,1.702,0.2,0.2,0.4,0.4,1.3133,1.3133,0.4543,0,0.4312,14.715,15.1462,BEFORE
48,0.8,-4.5347,5,0.75,0.66,1.7347,0.2,0.2,0.4,0.4,1.32,1.32,0.4653,0,0.4356,14.715,15.1506,BEFORE
49,0.817,-4.5236,5,0.75,0.6633,1.7673,0.2,0.2,0.4,0.4,1.3267,1.3267,0.4764,0,0.44,14.715,15.155,BEFORE
50,0.833,-4.5236,5,0.75,-0.398,1.8,0.2,0.2,0.4,0.4,-0.796,0.796,0.4764,0,0.1584,14.715,14.8734,IMPACT
51,0.85,-4.5299,5,0.75,-0.3781,1.14,0.0378,0.0378,0.0756,0.0756,-0.7562,0.7562,0.4701,0.0063,0.143,14.715,14.858,AFTER
52,0.867,-4.5359,5,0.75,-0.3592,1.083,0.0359,0.0359,0.0718,0.0718,-0.7184,0.7184,0.4641,0.0123,0.129,14.715,14.844,AFTER
53,0.883,-4.5416,5,0.75,-0.3412,1.0288,0.0341,0.0341,0.0682,0.0682,-0.6825,0.6825,0.4584,0.018,0.1164,14.715,14.8314,AFTER
54,0.9,-4.547,5,0.75,-0.3242,0.9774,0.0324,0.0324,0.0648,0.0648,-0.6483,0.6483,0.453,0.0234,0.1051,14.715,14.8201,AFTER
55,0.917,-4.5521,5,0.75,-0.308,0.9285,0.0308,0.0308,0.0616,0.0616,-0.6159,0.6159,0.4479,0.0285,0.0948,14.715,14.8098,AFTER
56,0.933,-4.557,5,0.75,-0.2926,0.8821,0.0293,0.0293,0.0585,0.0585,-0.5851,0.5851,0.443,0.0334,0.0856,14.715,14.8006,AFTER
57,0.95,-4.5616,5,0.75,-0.2779,0.838,0.0278,0.0278,0.0556,0.0556,-0.5559,0.5559,0.4384,0.038,0.0772,14.715,14.7922,AFTER
58,0.967,-4.566,5,0.75,-0.264,0.7961,0.0264,0.0264,0.0528,0.0528,-0.5281,0.5281,0.434,0.0424,0.0697,14.715,14.7847,AFTER
59,0.983,-4.5702,5,0.75,-0.2508,0.7563,0.0251,0.0251,0.0502,0.0502,-0.5017,0.5017,0.4298,0.0466,0.0629,14.715,14.7779,AFTER
60,1,-4.5742,5,0.75,-0.2383,0.7185,0.0238,0.0238,0.0477,0.0477,-0.4766,0.4766,0.4258,0.0506,0.0568,14.715,14.7718,AFTER
61,1.017,-4.578,5,0.75,-0.2264,0.6826,0.0226,0.0226,0.0453,0.0453,-0.4528,0.4528,0.422,0.0543,0.0512,14.715,14.7662,AFTER
62,1.033,-4.5815,5,0.75,-0.2151,0.6484,0.0215,0.0215,0.043,0.043,-0.4301,0.4301,0.4185,0.0579,0.0463,14.715,14.7613,AFTER
63,1.05,-4.5849,5,0.75,-0.2043,0.616,0.0204,0.0204,0.0409,0.0409,-0.4086,0.4086,0.4151,0.0613,0.0417,14.715,14.7567,AFTER
64,1.067,-4.5882,5,0.75,-0.1941,0.5852,0.0194,0.0194,0.0388,0.0388,-0.3882,0.3882,0.4118,0.0646,0.0377,14.715,14.7527,AFTER
65,1.083,-4.5913,5,0.75,-0.1844,0.5559,0.0184,0.0184,0.0369,0.0369,-0.3688,0.3688,0.4087,0.0676,0.034,14.715,14.749,AFTER
66,1.1,-4.5942,5,0.75,-0.1752,0.5282,0.0175,0.0175,0.035,0.035,-0.3503,0.3503,0.4058,0.0706,0.0307,14.715,14.7457,AFTER
67,1.117,-4.5969,5,0.75,-0.1664,0.5017,0.0166,0.0166,0.0333,0.0333,-0.3328,0.3328,0.4031,0.0733,0.0277,14.715,14.7427,AFTER
68,1.133,-4.5996,5,0.75,-0.1581,0.4767,0.0158,0.0158,0.0316,0.0316,-0.3162,0.3162,0.4004,0.076,0.025,14.715,14.74,AFTER
69,1.15,-4.6021,5,0.75,-0.1502,0.4528,0.015,0.015,0.03,0.03,-0.3004,0.3004,0.3979,0.0785,0.0226,14.715,14.7376,AFTER
70,1.167,-4.6045,5,0.75,-0.1427,0.4302,0.0143,0.0143,0.0285,0.0285,-0.2854,0.2854,0.3955,0.0809,0.0204,14.715,14.7354,AFTER
71,1.183,-4.6067,5,0.75,-0.1355,0.4087,0.0136,0.0136,0.0271,0.0271,-0.2711,0.2711,0.3933,0.0831,0.0184,14.715,14.7334,AFTER
72,1.2,-4.6089,5,0.75,-0.1288,0.3882,0.0129,0.0129,0.0258,0.0258,-0.2575,0.2575,0.3911,0.0853,0.0166,14.715,14.7316,AFTER
73,1.217,-4.6109,5,0.75,-0.1223,0.3688,0.0122,0.0122,0.0245,0.0245,-0.2447,0.2447,0.3891,0.0873,0.015,14.715,14.73,AFTER
74,1.233,-4.6128,5,0.75,-0.1162,0.3504,0.0116,0.0116,0.0232,0.0232,-0.2324,0.2324,0.3872,0.0892,0.0135,14.715,14.7285,AFTER
75,1.25,-4.6147,5,0.75,-0.1104,0.3329,0.011,0.011,0.0221,0.0221,-0.2208,0.2208,0.3853,0.0911,0.0122,14.715,14.7272,AFTER
76,1.267,-4.6164,5,0.75,-0.1049,0.3162,0.0105,0.0105,0.021,0.021,-0.2098,0.2098,0.3836,0.0928,0.011,14.715,14.726,AFTER
77,1.283,-4.6181,5,0.75,-0.0996,0.3004,0.01,0.01,0.0199,0.0199,-0.1993,0.1993,0.3819,0.0945,0.0099,14.715,14.7249,AFTER
78,1.3,-4.6197,5,0.75,-0.0947,0.2854,0.0095,0.0095,0.0189,0.0189,-0.1893,0.1893,0.3803,0.0961,0.009,14.715,14.724,AFTER
79,1.317,-4.6212,5,0.75,-0.0899,0.2711,0.009,0.009,0.018,0.018,-0.1798,0.1798,0.3788,0.0976,0.0081,14.715,14.7231,AFTER
80,1.333,-4.6226,5,0.75,-0.0854,0.2576,0.0085,0.0085,0.0171,0.0171,-0.1709,0.1709,0.3774,0.099,0.0073,14.715,14.7223,AFTER
81,1.35,-4.6239,5,0.75,-0.0812,0.2447,0.0081,0.0081,0.0162,0.0162,-0.1623,0.1623,0.3761,0.1003,0.0066,14.715,14.7216,AFTER
82,1.367,-4.6252,5,0.75,-0.0771,0.2325,0.0077,0.0077,0.0154,0.0154,-0.1542,0.1542,0.3748,0.1016,0.0059,14.715,14.7209,AFTER
83,1.383,-4.6265,5,0.75,-0.0732,0.2208,0.0073,0.0073,0.0146,0.0146,-0.1465,0.1465,0.3735,0.1028,0.0054,14.715,14.7204,AFTER
84,1.4,-4.6276,5,0.75,-0.0696,0.2098,0.007,0.007,0.0139,0.0139,-0.1392,0.1392,0.3724,0.104,0.0048,14.715,14.7198,AFTER
85,1.417,-4.6287,5,0.75,-0.0661,0.1993,0.0066,0.0066,0.0132,0.0132,-0.1322,0.1322,0.3713,0.1051,0.0044,14.715,14.7194,AFTER
86,1.433,-4.6298,5,0.75,-0.0628,0.1893,0.0063,0.0063,0.0126,0.0126,-0.1256,0.1256,0.3702,0.1061,0.0039,14.715,14.7189,AFTER
87,1.45,-4.6308,5,0.75,-0.0597,0.1799,0.006,0.006,0.0119,0.0119,-0.1193,0.1193,0.3692,0.1071,0.0036,14.715,14.7186,AFTER
88,1.467,-4.6317,5,0.75,-0.0567,0.1709,0.0057,0.0057,0.0113,0.0113,-0.1133,0.1133,0.3683,0.1081,0.0032,14.715,14.7182,AFTER
89,1.483,-4.6326,5,0.75,-0.0538,0.1623,0.0054,0.0054,0.0108,0.0108,-0.1077,0.1077,0.3674,0.109,0.0029,14.715,14.7179,AFTER
90,1.5,-4.6334,5,0.75,-0.0511,0.1542,0.0051,0.0051,0.0102,0.0102,-0.1023,0.1023,0.3666,0.1098,0.0026,14.715,14.7176,AFTER
91,1.517,-4.6343,5,0.75,-0.0486,0.1465,0.0049,0.0049,0.0097,0.0097,-0.0972,0.0972,0.3657,0.1106,0.0024,14.715,14.7174,AFTER
92,1.533,-4.635,5,0.75,-0.0462,0.1392,0.0046,0.0046,0.0092,0.0092,-0.0923,0.0923,0.365,0.1114,0.0021,14.715,14.7171,AFTER
93,1.55,-4.6358,5,0.75,-0.0439,0.1322,0.0044,0.0044,0.0088,0.0088,-0.0877,0.0877,0.3642,0.1121,0.0019,14.715,14.7169,AFTER
94,1.567,-4.6365,5,0.75,-0.0417,0.1256,0.0042,0.0042,0.0083,0.0083,-0.0833,0.0833,0.3635,0.1128,0.0017,14.715,14.7167,AFTER
95,1.583,-4.6371,5,0.75,-0.0396,0.1193,0.004,0.004,0.0079,0.0079,-0.0792,0.0792,0.3629,0.1135,0.0016,14.715,14.7166,AFTER
96,1.6,-4.6377,5,0.75,-0.0376,0.1134,0.0038,0.0038,0.0075,0.0075,-0.0752,0.0752,0.3623,0.1141,0.0014,14.715,14.7164,AFTER
97,1.617,-4.6383,5,0.75,-0.0357,0.1077,0.0036,0.0036,0.0071,0.0071,-0.0714,0.0714,0.3617,0.1147,0.0013,14.715,14.7163,AFTER
98,1.633,-4.6389,5,0.75,-0.0339,0.1023,0.0034,0.0034,0.0068,0.0068,-0.0679,0.0679,0.3611,0.1153,0.0012,14.715,14.7162,AFTER
99,1.65,-4.6394,5,0.75,-0.0322,0.0972,0.0032,0.0032,0.0064,0.0064,-0.0645,0.0645,0.3606,0.1158,0.001,14.715,14.716,AFTER
100,1.667,-4.6399,5,0.75,-0.0306,0.0923,0.0031,0.0031,0.0061,0.0061,-0.0612,0.0612,0.3601,0.1163,0.0009,14.715,14.7159,AFTER
101,1.683,-4.6404,5,0.75,-0.0291,0.0877,0.0029,0.0029,0.0058,0.0058,-0.0582,0.0582,0.3596,0.1168,0.0008,14.715,14.7158,AFTER
102,1.7,-4.6409,5,0.75,-0.0276,0.0833,0.0028,0.0028,0.0055,0.0055,-0.0553,0.0553,0.3591,0.1173,0.0008,14.715,14.7158,AFTER
103,1.717,-4.6413,5,0.75,-0.0263,0.0792,0.0026,0.0026,0.0053,0.0053,-0.0525,0.0525,0.3587,0.1177,0.0007,14.715,14.7157,AFTER
104,1.733,-4.6417,5,0.75,-0.0249,0.0752,0.0025,0.0025,0.005,0.005,-0.0499,0.0499,0.3583,0.1181,0.0006,14.715,14.7156,AFTER
105,1.75,-4.6421,5,0.75,-0.0237,0.0714,0.0024,0.0024,0.0047,0.0047,-0.0474,0.0474,0.3579,0.1185,0.0006,14.715,14.7156,AFTER
106,1.767,-4.6425,5,0.75,-0.0225,0.0679,0.0023,0.0023,0.0045,0.0045,-0.045,0.045,0.3575,0.1189,0.0005,14.715,14.7155,AFTER
107,1.783,-4.6429,5,0.75,-0.0214,0.0645,0.0021,0.0021,0.0043,0.0043,-0.0428,0.0428,0.3571,0.1193,0.0005,14.715,14.7155,AFTER
108,1.8,-4.6432,5,0.75,-0.0203,0.0613,0.002,0.002,0.0041,0.0041,-0.0406,0.0406,0.3568,0.1196,0.0004,14.715,14.7154,AFTER
109,1.817,-4.6435,5,0.75,-0.0193,0.0582,0.0019,0.0019,0.0039,0.0039,-0.0386,0.0386,0.3565,0.1199,0.0004,14.715,14.7154,AFTER
110,1.833,-4.6438,5,0.75,-0.0183,0.0553,0.0018,0.0018,0.0037,0.0037,-0.0367,0.0367,0.3562,0.1202,0.0003,14.715,14.7153,AFTER
111,1.85,-4.6441,5,0.75,-0.0174,0.0525,0.0017,0.0017,0.0035,0.0035,-0.0348,0.0348,0.3559,0.1205,0.0003,14.715,14.7153,AFTER
112,1.867,-4.6444,5,0.75,-0.0165,0.0499,0.0017,0.0017,0.0033,0.0033,-0.0331,0.0331,0.3556,0.1208,0.0003,14.715,14.7153,AFTER
113,1.883,-4.6447,5,0.75,-0.0157,0.0474,0.0016,0.0016,0.0031,0.0031,-0.0314,0.0314,0.3553,0.1211,0.0002,14.715,14.7152,AFTER
114,1.9,-4.6449,5,0.75,-0.0149,0.045,0.0015,0.0015,0.003,0.003,-0.0299,0.0299,0.3551,0.1213,0.0002,14.715,14.7152,AFTER
115,1.917,-4.6452,5,0.75,-0.0142,0.0428,0.0014,0.0014,0.0028,0.0028,-0.0284,0.0284,0.3548,0.1215,0.0002,14.715,14.7152,AFTER
116,1.933,-4.6454,5,0.75,-0.0135,0.0406,0.0013,0.0013,0.0027,0.0027,-0.027,0.027,0.3546,0.1218,0.0002,14.715,14.7152,AFTER
117,1.95,-4.6456,5,0.75,-0.0128,0.0386,0.0013,0.0013,0.0026,0.0026,-0.0256,0.0256,0.3544,0.122,0.0002,14.715,14.7152,AFTER
118,1.967,-4.6458,5,0.75,-0.0122,0.0367,0.0012,0.0012,0.0024,0.0024,-0.0243,0.0243,0.3542,0.1222,0.0001,14.715,14.7151,AFTER
119,1.983,-4.646,5,0.75,-0.0116,0.0348,0.0012,0.0012,0.0023,0.0023,-0.0231,0.0231,0.354,0.1224,0.0001,14.715,14.7151,AFTER
120,2,-4.6462,5,0.75,-0.011,0.0331,0.0011,0.0011,0.0022,0.0022,-0.022,0.022,0.3538,0.1226,0.0001,14.715,14.7151,AFTER
